iso3,country,disaggregation,disagg.value,region,subregion,section,anaemia_plan,blood_pressure_plan,BN_ODA_donated_2011,BN_ODA_donated_2012,BN_ODA_donated_2013,BN_ODA_donated_2014,BN_ODA_donated_2015,BN_ODA_donated_2016,BN_ODA_donated_2017,BN_ODA_donated_2018,BN_ODA_donated_2019,BN_ODA_donated_2020,BN_ODA_donated_percent_2011,BN_ODA_donated_percent_2012,BN_ODA_donated_percent_2013,BN_ODA_donated_percent_2014,BN_ODA_donated_percent_2015,BN_ODA_donated_percent_2016,BN_ODA_donated_percent_2017,BN_ODA_donated_percent_2018,BN_ODA_donated_percent_2019,BN_ODA_donated_percent_2020,BN_ODA_received_2011,BN_ODA_received_2012,BN_ODA_received_2013,BN_ODA_received_2014,BN_ODA_received_2015,BN_ODA_received_2016,BN_ODA_received_2017,BN_ODA_received_2018,BN_ODA_received_2019,BN_ODA_received_2020,BN_ODA_received_percent_2011,BN_ODA_received_percent_2012,BN_ODA_received_percent_2013,BN_ODA_received_percent_2014,BN_ODA_received_percent_2015,BN_ODA_received_percent_2016,BN_ODA_received_percent_2017,BN_ODA_received_percent_2018,BN_ODA_received_percent_2019,BN_ODA_received_percent_2020,child_ad_policy,child_overweight_plan,diabetes_plan,diabetes_policy,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,diarrhea_zinc_2021,EBF_plan,fbdg,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018,iodised_salt_2019,iodised_salt_2020,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_supp_2021,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iron_tablets_2021,LBW_plan,multi_sec,NCD_policy,NCD_unhealthy,overweight_adults_adoles_plan,salt_leg,saturated_fatty_acids_policy,sodium_plan,sodium_policy,stunting_plan,sugar_tax,Total_ODA_donated_2011,Total_ODA_donated_2012,Total_ODA_donated_2013,Total_ODA_donated_2014,Total_ODA_donated_2015,Total_ODA_donated_2016,Total_ODA_donated_2017,Total_ODA_donated_2018,Total_ODA_donated_2019,Total_ODA_donated_2020,Total_ODA_received_2011,Total_ODA_received_2012,Total_ODA_received_2013,Total_ODA_received_2014,Total_ODA_received_2015,Total_ODA_received_2016,Total_ODA_received_2017,Total_ODA_received_2018,Total_ODA_received_2019,Total_ODA_received_2020,trans_fatty_acids_policy,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,vit_a_2019,vit_a_2020,wasting_plan
SEN,Senegal,wealth,Second,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.9,1.6,5.7,5.6,21.9,28.2,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,Senegal,wealth,Second highest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.35,,,,,80.83,,,,,,50.77,,52.18,56.43,52.36,57.11,57.83,67.93,,,,,,,,,12.8,,1.4,,1.4,2.8,1.8,2.6,2,1.9,,,,,,,95.2,,,,,97.1,,96.9,,98.2,97.7,97.5,98.9,98.7,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,Senegal,wealth,Second lowest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63,,,,,47.38,,,,,,31.8,,37.96,44,37.84,49.58,58.46,49.33,,,,,,,,,11.8,,1.4,,1.2,2,1.8,1.5,1.8,2.3,,,,,,,86.7,,,,,93.6,,93.7,,92.3,93,93.2,95.6,95.7,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,Singapore,all,,Asia,South-eastern Asia,Nutrition strategies and financing,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No
SLB,Solomon Islands,all,,Oceania,Melanesia,Nutrition strategies and financing,No,Yes,,,,,,,,,,,,,,,,,,,,,0.03,0,0,0.02,0.02,0.18,0.02,0,0.01,0.03,0.01,0,0,0.01,0.01,0.1,0.01,0,0.01,0.01,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,,,,,,,,,,,271.22,245.43,246.53,181.27,204.6,189.83,191.82,199.14,230.07,218.93,No,,,,,,,,,,,,,,,,,,,,,,Yes
SLB,Solomon Islands,education,Primary,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,education,Secondary or higher,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,location,Rural,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,87.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,location,Urban,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,94.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,sex,Female,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,88.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,sex,Male,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,88.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,total,Total,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,88.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Fourth,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Highest,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Lowest,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Middle,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Richest,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Second,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Second highest,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,wealth,Second lowest,Oceania,Melanesia,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,all,,Africa,Western Africa,Nutrition strategies and financing,Yes,Yes,,,,,,,,,,,,,,,,,,,,,2.64,3.86,5.29,5.6,5.72,4.07,3.05,8.43,5.48,6.46,0.68,0.9,1.04,0.65,0.54,0.52,0.49,1.52,0.89,0.71,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,,,,,,,,,,386.31,427.54,508.7,863.27,1051.31,777.45,619.87,556.42,616.33,905.73,Don't know,,,,,,,,,,,,,,,,,,,,,,Yes
SLE,Sierra Leone,education,Higher,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,,,57.9,,,,,,67.8,,,,,,,,,,95.7,,,,,96.3,,,,,,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,education,None,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,1.2,,,3.4,,,,,,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,32.3,,,,,,49.8,,,,,,,,,,75.7,,,,,93.1,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,education,Primary,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,1.9,,,5.1,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,39.3,,,,,,52.8,,,,,,,,,,86,,,,,94.6,,,,,,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,education,Secondary,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,48.2,,,,,,54.7,,,,,,,,,,90.3,,,,,95.6,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,education,Secondary or higher,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,1.3,,,4.7,,,,,,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,location,Rural,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,1.3,,,4.1,,,,52.1,,55.7,,,,,37.92,,,,,68.23,,61.06,72.15,,75.85,,,70.84,,,,85.85,,82.25,,,,,,17.1,,,,,32.9,,,,,,51.5,,,,,,,,,,74.9,,,,,93.3,,,,,,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,location,Urban,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,1.1,,,3.2,,,,45.7,,61.8,,,,,45.93,,,,,78.79,,80.42,82.07,,79.99,,,82.32,,,,84.54,,82.05,,,,,,27.5,,,,,45.2,,,,,,53.3,,,,,,,,,,89,,,,,95.1,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,mothers_age,20-34,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,,,,93.7,,,,,,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,mothers_age,35-49,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,,,,,94.1,,,,,,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,mothers_age,Under 20,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,,,,,93.7,,,,,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,sex,Female,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,1.9,,,3.4,,,,47.5,,56.1,,,,,41.54,,,,,74.54,,,79.13,,79.92,,,78.58,,,,88.54,,86.14,,,,,,20.3,,,,,36.5,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,sex,Male,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,0.7,,,4.3,,,,52.4,,59.2,,,,,40.09,,,,,70.28,,,74.43,,76.34,,,72.83,,,,83.77,,80.67,,,,,,19.6,,,,,35.6,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,total,Total,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1.3,,,3.8,,,,50,,57.8,,,,,40.34,,,,,71.26,,68.06,75.48,,77.16,,,74.44,,,,85.26,,82.17,,,,,,19.9,,,,,36.1,,,,,,52.1,,,,,,,,,,79,,,,,93.8,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,77,84,93,99,93,86,12,99,99,99,99,99,8,97,99,98,69,26,32,
SLE,Sierra Leone,wealth,Fourth,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,1,,,4.9,,,,47,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Highest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.73,,,,,82.35,,68.1,86.6,,84.28,,,84.33,,,,85.25,,82.68,,,,,,30.1,,,,,46.6,,,,,,58.6,,,,,,,,,,95.2,,,,,95.2,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Lowest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34,,,,,68.73,,65.39,73.85,,70.4,,,69.68,,,,86.78,,82.85,,,,,,15.4,,,,,31.5,,,,,,50.1,,,,,,,,,,72.9,,,,,93.3,,,,,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Middle,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,0.7,,,3.7,,,,57.7,,52.4,,,,,43,,,,,69.86,,69.24,70.06,,75.19,,,71.88,,,,85.14,,82.02,,,,,,19.2,,,,,36.2,,,,,,50.6,,,,,,,,,,76,,,,,93.1,,,,,,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Poorest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.9,,,3.5,,,,43.2,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Richest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,2,,,1,,,,43.7,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Second,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,2.1,,,5.2,,,,54.9,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Second highest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07,,,,,68,,69.23,73.91,,79.6,,,74.99,,,,83.37,,82.15,,,,,,24.2,,,,,37.7,,,,,,52,,,,,,,,,,82.8,,,,,94.1,,,,,,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,wealth,Second lowest,Africa,Western Africa,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.67,,,,,67.5,,65.81,72.31,,76.9,,,71.47,,,,85.58,,81.01,,,,,,14.3,,,,,32.2,,,,,,51.3,,,,,,,,,,71.7,,,,,93.5,,,,,,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,El Salvador,all,,Latin America and the Caribbean,Central America,Nutrition strategies and financing,No,Yes,,,,,,,,,,,,,,,,,,,,,0.09,0.1,0.07,0.09,0.06,0,0.13,0.04,0.35,0.02,0.03,0.03,0.03,0.06,0.04,0,0.06,0.01,0.1,0,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,360.71,310.85,228.52,156.23,162.21,215.43,228.4,325.03,371.13,687.15,No,,,,,,,,,,,,,,,,,,,,,,No
SLV,El Salvador,location,Rural,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,El Salvador,location,Urban,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,El Salvador,sex,Female,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,El Salvador,sex,Male,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
